ID;Reason for absence;Month of absence;Day of the week;Seasons;Transportation expense;Distance from Residence to Faculty;Study time;Age;Study load Average/day ;Hit target;Disciplinary failure;Education;Son;Social drinker;Social smoker;Pet;Weight;Height;Body mass index;Email;absenteeism per session
15;28;6;5;3;291;31;12;24;275.089;96;0;1;1;1;0;1;73;171;25;l8j7tsld@esprit.com;2
22;13;6;2;1;179;26;9;19;275.089;96;0;3;0;0;0;0;56;171;19;y3bvzwlt@esprit.com;3
34;25;6;2;1;118;10;10;22;275.089;96;0;1;0;0;0;0;83;172;28;srcg7upy@esprit.com;3
12;22;6;5;1;233;51;1;19;275.089;96;0;2;1;1;0;8;68;178;21;4ivht5e1@esprit.com;8
34;8;6;6;1;118;10;10;22;275.089;96;0;1;0;0;0;0;83;172;28;g43wrzsi@esprit.com;2
34;10;6;4;1;118;10;10;22;275.089;96;0;1;0;0;0;0;83;172;28;h9umw1j2@esprit.com;3
12;22;6;4;1;233;51;1;19;275.089;96;0;2;1;1;0;8;68;178;21;ojc89t4y@esprit.com;3
5;26;7;4;1;235;20;13;25;264.604;93;0;1;1;1;0;0;106;167;38;iniqyq9n@esprit.com;4
12;19;7;6;1;233;51;1;19;264.604;93;0;2;1;1;0;8;68;178;21;9evwdwsy@esprit.com;2
9;6;7;2;1;228;14;16;33;264.604;93;0;1;2;0;0;1;65;172;22;woi5ksup@esprit.com;8
34;28;7;2;1;118;10;10;22;264.604;93;0;1;0;0;0;0;83;172;28;5mk3livo@esprit.com;4
9;6;7;3;1;228;14;16;33;264.604;93;0;1;2;0;0;1;65;172;22;qqchpcv3@esprit.com;120
6;22;7;3;1;189;29;13;20;264.604;93;0;1;2;0;0;2;69;167;25;cv87psbi@esprit.com;16
34;23;7;4;1;118;10;10;22;264.604;93;0;1;0;0;0;0;83;172;28;0s3n29sr@esprit.com;2
10;22;7;4;1;361;52;3;18;264.604;93;0;1;1;1;0;4;80;172;27;uoij3l9l@esprit.com;8
28;22;7;4;1;225;26;9;18;264.604;93;0;1;1;0;0;2;69;169;24;zs1impwd@esprit.com;8
13;13;7;2;1;369;17;12;19;264.604;93;0;1;3;1;0;0;70;169;25;2euitk4m@esprit.com;80
11;14;7;3;1;289;36;13;20;264.604;93;0;1;2;1;0;1;90;172;30;qo8cnr9n@esprit.com;8
1;11;7;3;1;235;11;14;22;264.604;93;0;3;1;0;0;1;88;172;29;7s2cdhih@esprit.com;4
4;0;0;3;1;118;14;13;24;271.219;95;0;1;1;1;0;8;98;170;34;4udepc93@esprit.com;0
8;0;0;4;2;231;35;14;23;271.219;95;0;1;2;1;0;2;100;170;35;7idrx7zy@esprit.com;0
35;0;0;6;3;179;45;14;30;271.219;95;0;1;1;0;0;1;77;175;25;cmuefnjs@esprit.com;0
